,unemployment_rate,employment_rate,eco_population,employment,inflation
2003-08-31,0.035,0.9646890201528839,-4.343105320303575e-05,-0.0034994840504284364,0.03
2003-09-30,0.033,0.9666681058676223,-0.0014227817539017584,-0.007667759950358954,0.033
2003-10-31,0.034,0.9655216720918279,0.00313641245972085,-0.003139648005660245,0.037000000000000005
2003-11-30,0.035,0.9645305003427005,0.009382972283478175,0.0023148148148146586,0.034
2003-12-31,0.038,0.9621438792767009,0.009897087803810045,0.003074141048824419,0.034
2004-01-31,0.04,0.9602458480449849,0.02068873465029375,0.018258297124895906,0.034
2004-02-29,0.040999999999999995,0.9585845006288217,0.02790531805821783,0.02475660639777466,0.033
2004-03-31,0.04,0.9600717427509928,0.028911639351465457,0.026059969878143407,0.031000000000000003
2004-04-30,0.037000000000000005,0.9634496746387222,0.027616152844116337,0.025455363166179357,0.033
2004-05-31,0.035,0.9648701079622132,0.020265909384277858,0.018972965750679194,0.033
2004-06-30,0.034,0.9662236056195844,0.021834436516805722,0.022341893275179103,0.036000000000000004
2004-07-31,0.036000000000000004,0.9635644564119825,0.016986864062299434,0.01606033717834965,0.044000000000000004
2004-08-31,0.036000000000000004,0.9636775904851544,0.01520152883947179,0.014137139255323783,0.048
2004-09-30,0.033,0.9666736886454603,0.02478304045593882,0.02478895886372756,0.039
2004-10-31,0.034,0.9660654362416107,0.021072468733938532,0.02164751807656473,0.038
2004-11-30,0.035,0.9654562305164716,0.016877998629198032,0.017853970509859707,0.033
2004-12-31,0.038,0.961698867988765,0.018949741988638857,0.01847845682350835,0.03
2005-01-31,0.043,0.9575212825720584,0.008718015779608512,0.005855917200054517,0.034
2005-02-28,0.043,0.9571064124183853,0.0029489570232881235,0.001402461093014784,0.034
2005-03-31,0.040999999999999995,0.9592356687898089,0.005679634453602089,0.0048038430744596905,0.03
2005-04-30,0.038,0.9620534777316039,0.006633989689850406,0.005175211613525743,0.031000000000000003
2005-05-31,0.036000000000000004,0.9644926026255469,0.011934885290148411,0.011538965863892692,0.031000000000000003
2005-06-30,0.036000000000000004,0.9635425337106709,0.010683940439135231,0.007879500239432291,0.027999999999999997
2005-07-31,0.037000000000000005,0.9631111666875078,0.0093823628407943,0.00890751899397424,0.026000000000000002
2005-08-31,0.036000000000000004,0.9644354121681696,0.010481731838795083,0.01127635960044393,0.02
2005-09-30,0.036000000000000004,0.9636676025646399,0.005392879713503218,0.0022663877266388965,0.025
2005-10-31,0.036000000000000004,0.9637726420986884,0.007340604026845554,0.004949850201901862,0.023
2005-11-30,0.033,0.9671816283924844,0.008930828207936559,0.010733920935509289,0.025
2005-12-31,0.035,0.964621337755666,0.0008085794535706015,0.0038498982210815047,0.026000000000000002
2006-01-31,0.038,0.9624362873174285,0.008901948921827163,0.014080693203357697,0.022000000000000002
2006-02-28,0.040999999999999995,0.9588859416445623,0.010680157391793177,0.012559295233792733,0.02
2006-03-31,0.039,0.9608543917924568,0.009893842887473525,0.011598052235502365,0.02
2006-04-30,0.035,0.9646858660469748,0.011543466398018731,0.014311270125223707,0.02
2006-05-31,0.032,0.9675121469159186,0.012127526568034952,0.015296201875297122,0.023
2006-06-30,0.034,0.9661915129606047,0.013109705343765654,0.015894955079474915,0.024
2006-07-31,0.034,0.9656931303990127,0.013296652911508389,0.016013156755821045,0.024
2006-08-31,0.034,0.9660382070171057,0.017274228375460554,0.01896483603318866,0.027000000000000003
2006-09-30,0.032,0.9678914266799074,0.012781293215438083,0.01722038615411381,0.025
2006-10-31,0.033,0.9670885035746569,0.013449927128877714,0.0169367033916612,0.022000000000000002
2006-11-30,0.032,0.9680960407844427,0.01557411273486431,0.016534277326886393,0.021
2006-12-31,0.033,0.9668034159410583,0.01577582174597092,0.018073616927485325,0.021
2007-01-31,0.036000000000000004,0.9636003205533764,0.01550520409474454,0.01673342234089903,0.017
2007-02-28,0.037000000000000005,0.9632713440405748,0.012235817575083408,0.01686521215366077,0.022000000000000002
2007-03-31,0.035,0.9648285026160618,0.01257200521380808,0.016760021004726067,0.022000000000000002
2007-04-30,0.034,0.9662631880264987,0.014773010208315895,0.016432227814341616,0.024
2007-05-31,0.032,0.9681515741642323,0.014905706991682477,0.015576456568923591,0.023
2007-06-30,0.032,0.9683426443202979,0.014747566035410609,0.017006802721088343,0.025
2007-07-31,0.033,0.9674869258523533,0.014685314685314754,0.016570114159141225,0.025
2007-08-31,0.031000000000000003,0.9685792910830903,0.013318350189370332,0.01598380078411088,0.02
2007-09-30,0.03,0.9702699391513865,0.013199271764316345,0.015689124487004102,0.023
2007-10-31,0.03,0.970052347522623,0.012531843208151816,0.015634957726133436,0.03
2007-11-30,0.03,0.9701335064724262,0.013156271841466838,0.015288571792585026,0.035
2007-12-31,0.031000000000000003,0.9693459645058535,0.011930676490288006,0.014591903009309348,0.036000000000000004
2008-01-31,0.033,0.9673926675306216,0.008941752077270326,0.012912544865621989,0.039
2008-02-29,0.035,0.9653050975140203,0.009890109890109855,0.012022289500241312,0.036000000000000004
2008-03-31,0.034,0.9663087745279526,0.009426127398056705,0.010974822466107259,0.039
2008-04-30,0.032,0.9679339244503825,0.010018810828494429,0.011765203775022215,0.040999999999999995
2008-05-31,0.031000000000000003,0.9694438867697249,0.010426809477442456,0.011775552109960952,0.049
2008-06-30,0.031000000000000003,0.9691308531109686,0.009796777588859218,0.01061872909698991,0.055
2008-07-31,0.031000000000000003,0.9689396070237474,0.008918798394616179,0.010433689503456911,0.059000000000000004
2008-08-31,0.031000000000000003,0.9687716016752734,0.010103914239947498,0.010304469510643788,0.055999999999999994
2008-09-30,0.03,0.9704439489154673,0.0072691632294688,0.007449808493623422,0.051
2008-10-31,0.03,0.9700649534029936,0.0058434443858297325,0.005856515373352966,0.048
2008-11-30,0.03,0.9695220410140482,0.005234752262305742,0.0046011628393358706,0.045
2008-12-31,0.033,0.967317294598275,0.002482108137177752,0.0003840901331513269,0.040999999999999995
2009-01-31,0.036000000000000004,0.9641945873593508,-0.0005852598135529519,-0.0038892009852642406,0.037000000000000005
2009-02-28,0.039,0.9609018145245779,-0.0012973968360258104,-0.005853024062432266,0.040999999999999995
2009-03-31,0.04,0.9603809366754618,-0.0021802624542350824,-0.008301404853128913,0.039
2009-04-30,0.038,0.9619051482818775,-0.0020243734564152627,-0.008240264357719518,0.036000000000000004
2009-05-31,0.038,0.9620477321205779,-0.002328849628588703,-0.00994035785288272,0.027000000000000003
2009-06-30,0.038,0.961535398582464,0.006815266196279701,-0.0010755356995117982,0.02
2009-07-31,0.037000000000000005,0.9626273157430427,0.0020492626672559133,-0.004478726051256543,0.016
2009-08-31,0.037000000000000005,0.9632852979274612,0.004513479445370505,-0.0011752360965372466,0.022000000000000002
2009-09-30,0.033,0.9666277054532264,0.005919318872896762,0.001963569518716568,0.022000000000000002
2009-10-31,0.032,0.967635456082441,0.0022189050712067004,-0.0002911208151383793,0.02
2009-11-30,0.033,0.966783569153868,0.0014128855159050158,-0.0014156639047341324,0.024
2009-12-31,0.035,0.9653949267890286,0.0004951925060867612,-0.001493110362185912,0.027999999999999997
2010-01-31,0.05,0.9498309835930414,0.014681892332789603,-0.0004338206585396964,0.035
2010-02-28,0.048,0.9516868315646033,0.014834681305787356,0.005102485826428138,0.03
2010-03-31,0.040999999999999995,0.9590100541376643,0.012821569920844489,0.011375831723545726,0.025
2010-04-30,0.037000000000000005,0.9625992895062467,0.016390117246135816,0.01712357654997887,0.026000000000000002
2010-05-31,0.032,0.9684497687107105,0.017949853100978075,0.024723895582329458,0.027000000000000003
2010-06-30,0.035,0.965367623856106,0.009476785856494363,0.013500082822593962,0.027000000000000003
2010-07-31,0.037000000000000005,0.9632396304305092,0.01992942497393546,0.02057818878613671,0.025
2010-08-31,0.033,0.9665881601532873,0.014046308290155629,0.017523217212253694,0.027000000000000003
2010-09-30,0.034,0.9656242539985678,0.013018419249526403,0.01196680982362519,0.034
2010-10-31,0.033,0.9667934696465367,0.015860236695918184,0.014976287544721023,0.037000000000000005
2010-11-30,0.03,0.9703092619161485,0.011488692707703585,0.015177417337280508,0.03
2010-12-31,0.035,0.9653489310205728,0.022478861620952806,0.0224301461163805,0.03
2011-01-31,0.038,0.9621131270010673,0.004287245444801746,0.017273555835250365,0.034
2011-02-28,0.045,0.9552522880051835,0.01969690713135397,0.02351716058489184,0.039
2011-03-31,0.043,0.9571706426388282,0.02548133675255415,0.0235144312393889,0.040999999999999995
2011-04-30,0.037000000000000005,0.9630543801911926,0.018800143695365756,0.01928180461104656,0.038
2011-05-31,0.032,0.967992240543162,0.019056655991776417,0.01857521943253726,0.039
2011-06-30,0.033,0.9672972972972973,0.02161565162511825,0.023657759254719357,0.042
2011-07-31,0.033,0.967145073700543,0.01356398663259295,0.01767346938775516,0.045
2011-08-31,0.03,0.9697918297073095,0.020158875893177886,0.023540100768150607,0.047
2011-09-30,0.03,0.969730411477219,0.009469244847616798,0.013761845900288394,0.038
2011-10-31,0.028999999999999998,0.9710229482691559,0.01878269139324784,0.02323960980408235,0.036000000000000004
2011-11-30,0.028999999999999998,0.9712735646539948,0.02108241670651978,0.02209717829712088,0.042
2011-12-31,0.03,0.9698185139589374,0.01577248890681715,0.020475533826417536,0.042
2012-01-31,0.035,0.9654396399292718,0.021426812248583893,0.024958402662229595,0.033
2012-02-29,0.042,0.9582156074654782,0.017615615129181084,0.020772393912416698,0.03
2012-03-31,0.037000000000000005,0.9626552764606764,0.012940102409399357,0.018744297918221742,0.027000000000000003
2012-04-30,0.035,0.9652914210870989,0.0170427832628115,0.01940523168300734,0.026000000000000002
2012-05-31,0.031000000000000003,0.9690584155774873,0.018157129000969885,0.019278557114228434,0.025
2012-06-30,0.032,0.968408216150299,0.013166023166023333,0.01432962120304948,0.022000000000000002
2012-07-31,0.031000000000000003,0.9693289026393186,0.01555469356089989,0.017847832190269974,0.015
2012-08-31,0.03,0.9702599358850565,0.013108467678823121,0.013597482246610726,0.013000000000000001
2012-09-30,0.028999999999999998,0.9709002844622127,0.025303484155762224,0.026540399934970038,0.021
2012-10-31,0.027999999999999997,0.9722702308253639,0.012718786464410714,0.014019627478469854,0.021
2012-11-30,0.027999999999999997,0.9724281742354032,0.01073338277194491,0.011934900542495575,0.016
2012-12-31,0.028999999999999998,0.9708014815982347,0.007823358881696496,0.00884484664837637,0.013999999999999999
2013-01-31,0.034,0.9661468692815658,0.010207362160424394,0.010947385947385868,0.016
2013-02-28,0.039,0.9606839641355233,0.0030641887858648964,0.005648075086174709,0.016
2013-03-31,0.035,0.9654580227157411,0.003997021826874114,0.006920133517870353,0.015
2013-04-30,0.032,0.9683735515698497,0.007319234176971223,0.010535557506584636,0.013000000000000001
2013-05-31,0.03,0.9697451626339505,0.006325496322828972,0.007038653611733725,0.011000000000000001
2013-06-30,0.031000000000000003,0.9693195969659233,0.009831942380244652,0.010782307571226335,0.012
2013-07-31,0.031000000000000003,0.9687653249839676,0.01252816928306788,0.01193947513594451,0.016
2013-08-31,0.03,0.9702236081533314,0.015642501255262342,0.015604474344174113,0.015
2013-09-30,0.027000000000000003,0.9727121338278706,0.01568386253555798,0.01757928495070682,0.01
2013-10-31,0.027000000000000003,0.9727019078500867,0.018627338018972983,0.019079597076832044,0.009000000000000001
2013-11-30,0.026000000000000002,0.9735064346907195,0.023208217485326088,0.024342784528631478,0.012
2013-12-31,0.03,0.9702186527302771,0.025415714398297817,0.02480009741445799,0.011000000000000001
2014-01-31,0.034,0.9656528275702555,0.03194367093643091,0.03141598385967792,0.011000000000000001
2014-02-28,0.045,0.9552715654952076,0.04308497976672232,0.03720834193681588,0.01
2014-03-31,0.039,0.9613032316520689,0.03383942859373179,0.029390362225097055,0.013000000000000001
2014-04-30,0.038,0.9617662299207936,0.0332326283987916,0.02618276597425173,0.015
2014-05-31,0.035,0.964752826424296,0.024877882540043084,0.019601718078875452,0.017
2014-06-30,0.035,0.964874129224872,0.023849956602135958,0.019154403176827817,0.017
2014-07-31,0.034,0.9663896447745827,0.025840280659398474,0.02332463689108688,0.016
2014-08-31,0.033,0.9669830483436127,0.029700334651658,0.026261121781052665,0.013999999999999999
2014-09-30,0.031000000000000003,0.9685560153709726,0.024297933540231575,0.0199214038364266,0.011000000000000001
2014-10-31,0.032,0.9682381584772024,0.02209486464067556,0.017404449957361123,0.011000000000000001
2014-11-30,0.03,0.9696477365039511,0.022077971091066795,0.018026749370033013,0.01
2014-12-31,0.033,0.9665386931647095,0.020943011950966373,0.01707065906210392,0.008
2015-01-31,0.037000000000000005,0.9625473843821076,0.016923017616899738,0.013652694610778449,0.01
2015-02-28,0.045,0.955007311311912,0.014415031188194094,0.014134416308329456,0.006
2015-03-31,0.04,0.959985096870343,0.013289036544850363,0.01189961905509973,0.005
2015-04-30,0.039,0.9613659755918248,0.006884299355985002,0.0064652684240908975,0.004
2015-05-31,0.037000000000000005,0.9627727388627836,0.014298381733540255,0.012216605392156854,0.006
2015-06-30,0.038,0.9618742724097787,0.013158379713243074,0.010008404003361449,0.006999999999999999
2015-07-31,0.036000000000000004,0.9637565368971528,0.01257630359638151,0.00981735159817343,0.006999999999999999
2015-08-31,0.034,0.9661097677145161,0.008014181777892704,0.00710384600695102,0.006999999999999999
2015-09-30,0.032,0.9682690550173643,0.010752290866095304,0.010452828749093923,0.005
2015-10-31,0.031000000000000003,0.9693325535492361,0.009222369780138795,0.010363089114946433,0.008
2015-11-30,0.03,0.969631474833321,0.007975777269034978,0.007958872810357898,0.008
2015-12-31,0.032,0.967847209345448,0.014942788316771871,0.016316834767708954,0.011000000000000001
2016-01-31,0.037000000000000005,0.963013029927528,0.009514783927217607,0.010003150598613564,0.006
2016-02-29,0.049,0.9513463324048281,0.009523452438978675,0.005653488280789709,0.011000000000000001
2016-03-31,0.042,0.9575056204621679,0.010916542473919488,0.008305518900877162,0.008
2016-04-30,0.039,0.9608365574129498,0.00713130421996766,0.006576683363285207,0.01
2016-05-31,0.036000000000000004,0.9636455806206321,0.005973846209885947,0.006885853732359726,0.008
2016-06-30,0.036000000000000004,0.963852813852814,0.008440046565774129,0.010514372163388908,0.006999999999999999
2016-07-31,0.035,0.9649565562245376,0.007299535153980186,0.008553771949657119,0.004
2016-08-31,0.036000000000000004,0.9641025641025639,0.014508683227083097,0.012400925328984735,0.005
2016-09-30,0.035,0.9645218396618376,0.011844269786145167,0.0079284177143506,0.013000000000000001
2016-10-31,0.033,0.9667461866550999,0.011258132904452323,0.008559900448734892,0.015
2016-11-30,0.031000000000000003,0.9691811827762287,0.011539306908930902,0.011069553062072579,0.015
2016-12-31,0.032,0.9682481349454265,0.009122937140738197,0.009540960993179581,0.013000000000000001
2017-01-31,0.037000000000000005,0.9625083686677082,0.009575306973076625,0.009046245028464739,0.022000000000000002
2017-02-28,0.049,0.9508802752461478,0.014707520891364734,0.01421042357993385,0.021
2017-03-31,0.040999999999999995,0.9588092389136661,0.01643754837283029,0.017821401077752208,0.023
2017-04-30,0.042,0.9581885278205725,0.018723994452149784,0.015916429249762665,0.02
2017-05-31,0.036000000000000004,0.9644477793261157,0.013397544990404464,0.01424116033517464,0.02
2017-06-30,0.038,0.9622164452832875,0.013023088023088158,0.01130324126057336,0.018000000000000002
2017-07-31,0.034,0.9657951992010558,0.01081587770847614,0.011694376984868526,0.022000000000000002
2017-08-31,0.036000000000000004,0.9641973981292334,0.007692307692307665,0.007791429427629781,0.025
2017-09-30,0.033,0.9666463872884086,0.009537916832255355,0.011761621155935043,0.02
2017-10-31,0.032,0.9679799426934097,0.009180944119135281,0.010468855155911116,0.018000000000000002
2017-11-30,0.031000000000000003,0.9688049051597405,0.009995292072574546,0.009603168671997508,0.012
2017-12-31,0.033,0.9668556476232011,0.011208702363014966,0.009754431244543893,0.013999999999999999
2018-01-31,0.037000000000000005,0.9625807873090482,0.012869151231123865,0.012945358992193956,0.008
2018-02-28,0.046,0.9537443323094923,0.0009882507960909948,0.004003233380807325,0.013000000000000001
2018-03-31,0.045,0.9548380137355722,0.008412197686645584,0.004235525469878709,0.012
2018-04-30,0.040999999999999995,0.9585786150058867,0.0042277238364802905,0.0046365539934192235,0.015
2018-05-31,0.04,0.960261141072949,0.007038982384678594,0.002667457024303488,0.015
2018-06-30,0.037000000000000005,0.9632470437839564,0.0028489013924006823,0.003923019985196063,0.015
2018-07-31,0.037000000000000005,0.9630195925043558,0.0030673752541285904,0.00018465174680537544,0.011000000000000001
2018-08-31,0.04,0.9596276614715218,0.004874027882306509,0.00011150758251554649,0.013999999999999999
2018-09-30,0.036000000000000004,0.9635314647957548,0.004867050781949045,0.0016289659768242704,0.021
2018-10-31,0.035,0.9653280119730605,0.005121776504298126,0.0023680899874194417,0.02
2018-11-30,0.032,0.9676776306421757,0.0072788554627274404,0.006106813723676163,0.02
2018-12-31,0.034,0.9657747806540498,0.0023986044483208513,0.0012780033077732789,0.013000000000000001
2019-01-31,0.045,0.9554543798943725,0.008188895417156283,0.0007248311906304927,0.008
2019-02-28,0.047,0.9528735216463524,0.011006289308176154,0.010083195951385848,0.005
2019-03-31,0.043,0.957253053353332,0.006867786127791042,0.009414422895876573,0.004
2019-04-30,0.044000000000000004,0.9559468250601045,0.009097720218345318,0.006327229417894875,0.006
2019-05-31,0.04,0.9597442742728679,0.010076639227930562,0.009532958912208178,0.006999999999999999
2019-06-30,0.04,0.960168155543878,0.013635879407691398,0.010395930103959339,0.006999999999999999
2019-07-31,0.039,0.9614817415730336,0.012694236034562323,0.011077059409962065,0.006
2019-08-31,0.03,0.9695917210093562,0.006312635971325697,0.016761437544133395,0.0
2019-09-30,0.031000000000000003,0.9687500000000001,0.0074432850172725384,0.012899648863426316,-0.004
2019-10-31,0.03,0.9695485144327354,0.01104657378042262,0.0154669619785901,0.0
2019-11-30,0.031000000000000003,0.9695207892882313,0.010252029047415512,0.012176280164802877,0.002
2019-12-31,0.034,0.9665064958177613,0.01859908636066998,0.019370823635408208,0.006999999999999999
2020-01-31,0.040999999999999995,0.9587864911276475,0.01810234929885257,0.021652942970417755,0.012
2020-02-29,0.040999999999999995,0.958808188346254,0.012369344280082517,0.018674561603279516,0.009000000000000001
2020-03-31,0.042,0.9575371549893844,-0.007606599528605096,-0.007312068643909653,0.008
2020-04-30,0.042,0.9577414004471045,-0.019445622967048548,-0.017604852429913387,0.0
2020-05-31,0.045,0.954659860328264,-0.009097934522973028,-0.01434741234170267,-0.002
2020-06-30,0.043,0.9565816921825833,-0.009178490103345593,-0.012879451255107921,0.002
2020-07-31,0.04,0.9597082566208752,-0.008286516853932668,-0.01011576525581559,0.004
2020-08-31,0.031000000000000003,0.9690865505027014,-0.009462716189396092,-0.00997879961985515,0.008
2020-09-30,0.036000000000000004,0.9643010138512066,-0.009756787330316707,-0.014304481097650035,0.009000000000000001
2020-10-31,0.037000000000000005,0.9634371887893014,-0.00905790716526278,-0.015304082300338195,0.001
2020-11-30,0.034,0.9657189449801477,-0.006060606060606211,-0.009958204615664212,0.006
2020-12-31,0.040999999999999995,0.9589674993673403,-0.015447588538885837,-0.023127347720409586,0.006
2021-01-31,0.057,0.942675624361034,-0.020177447052089237,-0.03664179104477605,0.009000000000000001
2021-02-28,0.049,0.9511869543257088,-0.009753134936229535,-0.017624264103137444,0.013999999999999999
2021-03-31,0.043,0.9568199587746109,0.01255892619381771,0.011800518621518874,0.019
2021-04-30,0.04,0.9595571383237543,0.02260762962428786,0.024546344401776832,0.025
2021-05-31,0.04,0.9599972123492926,0.01733489311921721,0.023022651318232334,0.026000000000000002
2021-06-30,0.038,0.9619561434041072,0.015804546900965333,0.021511735353908712,0.023
2021-07-31,0.032,0.9677961355362644,0.011471462965585655,0.01999557293588139,0.026000000000000002
2021-08-31,0.026000000000000002,0.9737881888097087,0.014204443808365053,0.019124976924496995,0.026000000000000002
2021-09-30,0.027000000000000003,0.9734167868068497,0.015243467085534812,0.024840811491189108,0.024
2021-10-31,0.027999999999999997,0.972413067863152,0.014653578033859693,0.024106615475487425,0.032
2021-11-30,0.026000000000000002,0.9743059450364553,0.01134429948950677,0.020336992034066137,0.038
2021-12-31,0.035,0.9653440837400099,0.02230577347167495,0.029103521073663652,0.037000000000000005
2022-01-31,0.040999999999999995,0.9593180523917997,0.02585073754929157,0.04396157719420568,0.036000000000000004
2022-02-28,0.034,0.9663563267033431,0.023017533732592632,0.039332448321638624,0.037000000000000005
2022-03-31,0.03,0.969504314109058,0.01737863387589722,0.030865802473721393,0.040999999999999995
2022-04-30,0.03,0.9701471909335914,0.020485878495116516,0.0317483648122292,0.048
2022-05-31,0.03,0.9697351399196569,0.023555648477245672,0.033938294010889436,0.054000000000000006
2022-06-30,0.03,0.9697609480351427,0.02213713887922042,0.030430220356768123,0.06
2022-07-31,0.028999999999999998,0.97147828460305,0.02600812097451688,0.02991174768518512,0.063
2022-08-31,0.021,0.978811369509044,0.023953997036618935,0.029235952613846372,0.057
2022-09-30,0.024,0.9758017392499914,0.022996589190899863,0.0255030162915868,0.055999999999999994
2022-10-31,0.024,0.9762281003091721,0.02040100953449242,0.024404311308172,0.057
2022-11-30,0.023,0.9771031732389039,0.01959478407178894,0.02252203633747074,0.05
2022-12-31,0.03,0.9697984236590639,0.014003819223424419,0.01868268737636436,0.05
2023-01-31,0.036000000000000004,0.9639271497516468,0.010357346241457899,0.015211664749749332,0.052000000000000005
2023-02-28,0.031000000000000003,0.9688854705635574,0.008745944420933904,0.011386030216772536,0.048
2023-03-31,0.028999999999999998,0.9710972714447924,0.01523037691689666,0.0168984650861137,0.042
2023-04-30,0.027999999999999997,0.9724996579559446,0.010158247529541864,0.012607735593703095,0.037000000000000005
2023-05-31,0.027000000000000003,0.9733990480369983,0.008476884319466249,0.01228716868527302,0.033
2023-06-30,0.027000000000000003,0.9727868188263894,0.008581352584621671,0.0117283517100919,0.027000000000000003
2023-07-31,0.027000000000000003,0.9726375750178009,0.006209272969192492,0.007410008779631383,0.023
2023-08-31,0.02,0.980410926122184,0.00778639104220491,0.009433298134459811,0.034
2023-09-30,0.023,0.9774856091828741,0.009143092840202094,0.010884497516643776,0.037000000000000005
2023-10-31,0.021,0.9787002381762503,0.009618687736173248,0.012175381800267449,0.037000000000000005
